ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Cluster,PCA1,PCA2
466238,1,0,20,0,5,0.0,2,3.0,0,2.1556090825338785,1.1001101272815257
460531,0,0,35,0,0,0.0,2,5.0,0,1.677491542261291,0.40650514153683837
462250,0,1,56,1,3,1.0,0,3.0,2,-1.8306589023569768,0.01763130448343651
462611,1,1,39,0,4,1.0,1,7.0,0,0.2516767592489463,3.0599465907820793
459098,1,1,42,1,3,1.0,2,3.0,3,-0.42159836534209755,0.1735015092507376
465701,1,1,35,1,0,1.0,0,2.0,2,-1.7222741542712399,-0.10907357734253958
466242,0,0,35,0,2,1.0,2,1.0,3,1.4481972864828676,-0.8662853500317791
466308,1,0,33,1,5,0.0,2,2.0,3,1.02468543943181,-0.24380763768693106
464039,1,0,42,1,0,1.0,2,2.0,3,0.3985444902434132,-1.0540829680877968
459972,1,0,35,1,0,5.0,2,2.0,3,0.7670804882550458,-1.4505623603083342
461801,0,0,27,0,5,0.0,2,3.0,0,2.0993518960374478,0.38799831245295285
462716,1,0,33,0,3,6.0,2,2.0,0,1.7572981192832478,-0.10527759567886372
467218,0,0,32,1,0,9.0,2,1.0,3,1.0577012233273253,-2.933464842222486
460387,0,0,35,0,3,4.0,2,2.0,0,1.7626399917523252,-0.6375682316033336
466441,1,0,22,0,5,0.0,2,9.0,0,2.7483661209021406,3.3113076264366343
462057,1,1,40,1,0,3.0,0,4.0,2,-1.5670038429593802,0.44672648722026304
466991,1,1,51,1,0,3.0,0,2.0,2,-2.1020541117878726,-0.26505902809748705
459453,1,1,88,1,7,1.0,2,3.0,1,-1.426312684651912,0.8607377821222224
461714,1,1,82,1,7,1.0,1,2.0,1,-1.9363564508465754,0.7504625638360433
463465,1,1,43,1,0,6.0,0,3.0,2,-1.637672203502683,-0.20056688256672656
467940,0,0,29,0,8,9.0,2,4.0,0,2.7679595691046117,0.3428621930257765
461970,0,0,38,1,0,9.0,2,1.0,3,0.8841480059358023,-2.9204635359593096
459877,1,1,37,1,0,0.0,0,3.0,2,-1.7132048526934438,0.35839861354034686
460784,1,0,32,1,5,0.0,2,6.0,0,1.4873497162184655,1.2252679648696847
460137,1,0,26,1,3,5.0,2,4.0,0,1.4886749451385932,-0.2937733825958397
465201,1,1,39,1,3,0.0,0,4.0,2,-1.418225979499705,1.1712126976685437
465371,0,0,43,1,0,0.0,2,1.0,3,0.36589152490277405,-2.0516789105179565
463929,1,1,51,1,1,11.0,0,2.0,2,-1.6884745361718623,-0.8807915333777014
461998,1,1,52,1,0,0.0,0,2.0,2,-2.255522581310935,0.023091257464833478
460828,1,0,51,0,3,1.0,2,1.0,3,0.9206322264847593,0.04255470335241844
467523,1,0,20,0,5,1.0,2,4.0,0,2.30555807876961,1.3725929486199369
461673,1,0,33,0,5,0.0,2,5.0,0,1.9964464817962801,1.8639008676519788
459788,0,0,36,1,3,1.0,2,1.0,3,0.8542798501421603,-1.7215052079130166
462645,0,1,39,0,2,1.0,0,6.0,2,-0.44862883088949185,1.9416128775298973
462666,1,1,48,1,0,0.0,2,2.0,3,-0.989495839488247,-0.5266496994648505
462587,0,1,78,0,7,1.0,1,2.0,1,-1.027975751843463,1.0187916609968666
459583,1,1,46,1,0,1.0,2,1.0,3,-0.9985651410660424,-0.994121890347737
467361,0,1,26,0,6,1.0,2,4.0,0,1.1867187141016406,1.2243083092590141
459493,1,0,26,0,5,0.0,2,7.0,0,2.4157946056970907,2.584353920478512
464583,0,0,37,1,2,7.0,2,3.0,3,1.2098444639302595,-1.7025737803192822
462726,0,1,75,1,6,1.0,1,3.0,1,-1.560686531797068,0.22893509158006256
466919,1,0,19,0,1,1.0,2,5.0,0,2.1170579527816864,1.1506770944557236
467949,1,0,22,0,5,1.0,2,4.0,0,2.2477070063057685,1.376926717374329
462406,1,1,27,0,2,6.0,2,3.0,0,0.7848481337307328,0.5217459838760243
460434,1,1,57,1,0,3.0,1,3.0,2,-1.5920103455932089,-0.15478380981130868
463729,0,0,32,0,0,1.0,2,5.0,0,1.8057824620541,0.3046766880102091
466827,1,1,37,0,3,0.0,0,4.0,2,-0.7139179200874459,2.171155569052704
463641,0,0,33,1,8,1.0,2,3.0,0,1.565251263313449,-0.2579351281771117
467294,0,1,57,0,2,0.0,2,1.0,1,-0.4026516229595205,-0.3041819313736982
460875,1,0,35,1,3,0.0,2,3.0,3,0.9123388784273889,-0.16544304295932125
459183,0,0,26,1,0,1.0,2,3.0,3,1.116009322219837,-1.448222501858423
464541,1,0,31,1,1,1.0,2,2.0,3,0.7981904756341706,-0.9310287983568345
461249,0,0,53,1,0,1.0,2,3.0,3,0.33501984395798395,-1.3897166236741327
462959,0,1,56,1,2,2.0,1,2.0,2,-1.4038820647907433,-0.8629337252356252
459922,1,1,65,1,7,0.0,2,1.0,1,-1.0194090326921552,0.17060599837485066
467935,1,0,23,0,5,7.0,2,3.0,0,2.359432651517448,0.4393161776478229
461382,1,1,68,0,4,1.0,1,2.0,1,-1.129337217170166,1.2837331290534992
462521,0,0,32,0,6,9.0,2,1.0,0,2.1929487313135354,-1.0478488148032292
463296,0,0,21,0,5,0.0,2,5.0,0,2.489774483706338,1.110618249656683
467003,0,1,61,1,0,1.0,2,2.0,3,-1.1777919322791537,-1.3210880084252894
459705,1,1,25,1,3,1.0,0,2.0,2,-1.188623531433139,0.30992727252585367
459984,0,1,36,1,3,0.0,0,3.0,2,-1.2936624888156152,0.06962141733455851
466051,1,0,25,0,4,3.0,2,1.0,0,1.8371898775484186,-0.05754999336464213
463583,1,1,58,1,0,9.0,0,4.0,2,-1.8385776285516642,-0.08623639636045898
466100,1,1,66,1,4,1.0,2,2.0,1,-1.1427808332072407,0.004586010450105573
461427,0,0,42,1,0,1.0,2,2.0,3,0.5447660573704257,-1.7813629735567418
464193,0,1,36,1,1,13.0,2,2.0,3,0.12498329352305768,-2.372303824715569
467835,1,1,58,0,0,9.0,2,2.0,3,-0.25866541498560786,-0.3586544191097134
463000,0,0,36,0,2,0.0,2,1.0,3,1.3777574391538994,-0.7687906652595417
462457,1,0,28,0,5,2.0,2,4.0,0,2.115668100011293,1.2946002232424636
460426,1,1,45,0,0,4.0,0,2.0,2,-1.240529596350884,0.6308885053828469
466024,0,1,35,0,3,10.0,2,2.0,3,0.838753057091519,-0.7904308720088542
467031,1,1,59,1,0,11.0,0,3.0,2,-1.892909227728174,-0.6425357345067986
467440,1,1,49,1,3,0.0,2,1.0,3,-0.8824608003399552,-0.4516237431807549
464377,0,0,51,1,3,0.0,2,1.0,3,0.3788824955663061,-1.593674141860036
465870,1,0,40,1,0,5.0,2,2.0,3,0.6224528070954435,-1.4397279384223542
460677,0,1,49,0,5,2.0,0,2.0,2,-0.8857133621474885,0.8373811276133571
460095,0,1,74,1,7,1.0,2,1.0,1,-1.09200298055538,-0.6324998480943718
463297,1,0,27,1,5,4.0,2,2.0,3,1.3642959012115219,-0.6381201455302725
461790,1,1,70,1,0,0.0,1,2.0,2,-2.2010199350380004,-0.20844153345608937
467410,0,1,62,1,7,0.0,2,2.0,1,-0.6779761717306977,-0.19536403849222972
465904,1,0,37,1,0,9.0,2,1.0,3,0.76685197504071,-2.195350414867561
459393,0,0,40,0,5,8.0,2,3.0,0,2.0554344137988596,-0.3464545938038314
465712,1,0,47,1,0,0.0,2,1.0,3,0.10396781284807982,-1.3157313675402282
465771,1,1,52,1,3,1.0,0,4.0,2,-1.752743639417624,1.1040543941770502
462013,0,1,57,1,4,0.0,0,2.0,2,-1.928068347984997,-0.10579473459766132
465620,1,0,37,1,0,8.0,2,3.0,3,0.9422070342210302,-1.3644013710056144
459840,1,1,60,1,0,1.0,2,1.0,3,-1.4035226483129297,-0.9637855090669935
461460,1,1,43,1,4,7.0,1,3.0,2,-0.6951352465996052,0.02112819884825203
466317,1,1,37,1,3,4.0,2,1.0,3,-0.36929712116872054,-0.8589375572872724
461962,1,1,59,1,3,1.0,0,3.0,2,-2.063657078179751,0.7514119630839692
466071,0,1,60,1,0,2.0,2,3.0,3,-0.9989173998115025,-1.050772071464074
460796,1,1,69,0,7,1.0,2,3.0,1,-0.2302705092970042,1.82384361909405
467012,1,1,49,1,4,1.0,1,4.0,2,-1.009339645434728,0.9739069292151298
460357,1,0,23,0,5,1.0,2,5.0,0,2.3272161552125317,1.746904223484978
460182,0,1,43,1,0,2.0,0,3.0,2,-1.6575078807638595,-0.5465356864555051
460491,0,0,22,0,5,1.0,2,7.0,0,2.7192326288488324,1.7530785771057429
466630,1,0,29,0,5,0.0,2,4.0,0,2.0037139415852776,1.487422708409742
466331,1,1,26,1,8,0.0,2,2.0,1,0.29858665233105897,0.6007980272777785
463912,0,1,36,0,0,1.0,0,4.0,2,-0.7416517661503619,0.9057111851711689
461728,0,0,55,1,3,1.0,2,1.0,3,0.30469466173567156,-1.680334404746294
463278,0,1,59,1,2,0.0,2,1.0,3,-1.1069596823717796,-1.3041248027578576
459413,0,1,83,1,0,1.0,1,2.0,2,-2.3893160278289067,-1.0028798424165284
465659,0,0,55,1,1,3.0,2,3.0,3,0.4416624805278696,-1.4291485578297063
461746,1,1,53,1,0,2.0,0,3.0,2,-2.092984810210077,0.20241316278539917
465574,1,1,62,1,0,1.0,0,3.0,2,-2.3948289473944087,0.31724292257520437
462170,1,1,73,0,4,0.0,1,3.0,1,-1.2070445242881318,1.7577059730679732
460626,1,1,45,0,1,9.0,1,4.0,2,-0.15946128530114526,0.7662239350442129
466122,0,1,28,1,5,4.0,2,8.0,0,0.959227241695626,1.2627346257434238
466678,1,0,28,1,5,1.0,2,4.0,0,1.427696801965827,0.38565138349895367
464930,1,0,25,0,8,0.0,2,2.0,0,2.1469419767544884,1.1838036210744054
465447,1,1,52,1,2,1.0,0,3.0,2,-1.9426434113959403,0.5893538745634799
467549,1,1,61,1,3,11.0,0,3.0,2,-1.7063650396731196,-0.19753227211205435
463718,0,0,27,1,0,1.0,2,4.0,3,1.1955184711266007,-1.0782449957477747
467626,1,1,31,1,3,8.0,0,2.0,2,-1.071576571145331,-0.34436602397626154
459058,1,0,40,1,0,1.0,2,4.0,3,0.6732649329846216,-0.32279549337528257
461983,1,0,27,1,0,1.0,2,3.0,3,0.940862218860904,-0.7187756120122832
461207,0,0,60,1,0,6.0,2,1.0,3,0.12324327554240971,-2.586808678475874
467585,1,1,40,1,5,6.0,1,2.0,2,-0.6768425472999426,-0.1109653777416298
464604,1,1,32,0,3,5.0,2,2.0,0,0.5717365431750313,0.40698748230371035
462529,0,1,42,1,2,1.0,2,2.0,3,-0.4652765701934008,-1.0684790158317774
460475,1,1,32,1,1,0.0,0,2.0,2,-1.5955467698328936,0.12664346780103147
463553,1,0,27,1,0,9.0,2,2.0,3,1.1645420224985985,-1.8492086369060683
460912,1,0,29,0,3,1.0,2,5.0,0,1.990732764141744,1.4661257339879186
461715,1,0,43,1,3,0.0,2,5.0,0,0.8978039588493919,0.5875132755251522
459567,1,1,48,1,1,1.0,0,2.0,2,-2.0168410384465734,0.06598581744112565
462340,1,1,62,0,3,1.0,0,6.0,2,-1.1786726445110431,2.8656211215544665
461834,0,0,42,1,0,7.0,2,2.0,3,0.7938519239527094,-2.3533297759269907
459677,1,1,25,1,0,8.0,0,2.0,2,-1.142418614272704,-0.7980370238797897
465148,1,0,31,0,0,1.0,2,3.0,0,1.4716170608816406,0.29416856563505206
467911,1,1,61,1,5,1.0,2,4.0,1,-0.6998186949306392,0.8762627299111488
462981,0,0,26,0,6,8.0,2,1.0,0,2.3249876376080114,-0.9655223206713633
463055,0,0,27,1,1,1.0,2,4.0,3,1.2769835579662323,-0.9313550978676576
461884,0,1,40,1,0,0.0,2,2.0,3,-0.6118699825058708,-1.2712647799513632
467834,0,0,23,0,5,0.0,2,4.0,0,2.3234887261038133,0.7471413966776217
463019,1,1,45,1,4,0.0,1,4.0,2,-0.9351518116040936,1.0605671921013873
466996,0,0,37,1,0,9.0,2,1.0,3,0.9130735421677227,-2.9226304203365063
463026,1,1,28,1,1,1.0,2,2.0,3,-0.28800571691315835,-0.5184252895236939
459479,1,1,70,0,8,1.0,2,2.0,1,-0.2861656438279764,1.6050897796179107
465565,1,1,37,1,0,1.0,0,2.0,2,-1.7801252267350804,-0.10473980858814744
459523,0,0,19,0,1,1.0,2,4.0,0,2.154844834770014,0.05558646725332637
464707,1,1,48,0,0,1.0,0,4.0,2,-1.23497976806042,1.6589938031664653
466796,1,1,56,1,0,0.0,0,5.0,2,-2.0459206708225666,1.1351906601739756
462977,1,1,36,0,0,1.0,0,3.0,2,-0.9963080184160582,1.2651805689066609
462369,1,1,63,0,3,1.0,0,5.0,2,-1.3160328658816476,2.49997738419821
463053,0,1,68,1,0,1.0,0,2.0,2,-2.5305952827976026,-0.7648463983640176
462139,0,0,27,1,5,1.0,2,4.0,0,1.6028439053247598,-0.3437955063471873
460922,1,0,30,1,3,1.0,2,3.0,3,1.0984808706840388,-0.2716052652403424
463706,0,0,33,1,1,0.0,2,3.0,3,0.9534813443389781,-1.1908366129428927
465703,1,1,25,0,3,2.0,2,2.0,0,0.6496723635073328,0.6778026928484631
462796,0,0,37,1,3,1.0,2,2.0,3,0.9337889990489239,-1.3515277018023681
459558,1,0,30,1,3,0.0,2,3.0,3,1.056966559586991,-0.17627746484530088
459716,0,1,66,1,2,8.0,0,2.0,2,-2.019213858975167,-1.1426949741234649
460599,0,0,31,0,2,0.0,2,1.0,3,1.5223851203135021,-0.7796250871455217
465775,0,0,31,1,2,9.0,2,3.0,3,1.4664263035158764,-1.906230687372541
465392,0,1,45,1,0,8.0,1,5.0,2,-0.6742414179205467,-0.6490841863149068
464783,1,1,42,0,3,0.0,2,3.0,0,0.18334431050927372,1.2731059497843302
459439,0,1,46,1,0,1.0,0,2.0,2,-1.8942334856953524,-0.8125178546623286
464356,0,1,76,1,7,1.0,1,2.0,1,-1.6165816663280401,0.010181252103922707
459881,1,0,25,1,5,8.0,2,4.0,0,1.8050735883409195,-0.28814387239792477
461772,0,1,41,1,2,1.0,0,3.0,2,-1.4782409457178023,-0.16176185905462054
460551,1,1,49,1,2,0.0,0,2.0,2,-2.0058157989359096,0.31037040009348066
466047,1,0,32,0,0,0.0,2,5.0,0,1.618046583830041,1.1272844938741955
462248,1,1,55,0,0,0.0,2,2.0,3,-0.5455176061632718,0.49279513131407254
465011,1,1,66,1,4,3.0,1,2.0,1,-1.6349145094606494,0.08446711937047253
467898,0,1,68,1,0,0.0,2,1.0,3,-1.5302196821383283,-1.5784026391233292
461035,1,0,21,0,0,7.0,2,3.0,0,2.0099582897831296,-0.2994670805071569
465382,0,0,39,1,0,0.0,2,3.0,3,0.6984630401078233,-1.3247252045598343
464460,0,0,26,1,5,1.0,2,2.0,3,1.4149000712793127,-1.0815836341912888
466291,1,0,22,0,5,1.0,2,3.0,0,2.139272321167085,1.0091160956408762
461397,1,0,20,0,5,0.0,2,4.0,0,2.264043767672562,1.4679207490149786
464302,0,1,50,1,1,1.0,2,3.0,3,-0.6697112617497127,-0.8302232169608745
465458,0,1,84,1,0,1.0,1,2.0,2,-2.418241564060827,-1.0007129580393324
467276,1,0,43,1,0,12.0,2,5.0,3,1.1515804314950642,-0.9970900228556986
461129,0,1,63,1,3,0.0,0,4.0,2,-1.9662172819387846,0.49593791725230285
467406,1,0,37,1,3,9.0,2,1.0,3,1.0112472355596054,-1.7546807212272084
463140,1,1,31,0,2,5.0,0,3.0,2,-0.5226929191890024,1.16681474120075
460980,1,0,26,0,3,1.0,2,3.0,0,1.860640002560139,0.7240038373894249
464666,1,1,41,1,3,2.0,0,3.0,2,-1.5014831149081358,0.6170802438994002
464236,0,1,62,1,0,1.0,1,2.0,2,-1.781879766958577,-1.0483844143376435
466898,1,1,45,1,4,0.0,1,4.0,2,-0.9351518116040936,1.0605671921013873
462736,0,1,28,0,2,6.0,2,3.0,0,0.9021441646258249,-0.2033671372157243
467952,0,1,89,1,7,0.0,1,2.0,1,-2.0341279484400543,0.1336785494025126
461399,1,0,20,0,5,0.0,2,4.0,0,2.264043767672562,1.4679207490149786
466320,0,0,40,1,2,9.0,2,2.0,3,1.0976617922899088,-2.25453934971123
465142,1,0,23,0,5,0.0,2,4.0,0,2.177267158976801,1.474421402146566
460334,1,0,41,1,0,4.0,2,1.0,3,0.4435782746277919,-1.7100438753835696
460745,1,1,78,0,7,1.0,1,2.0,1,-1.174197318970475,1.746071666465811
459812,0,0,43,1,2,0.0,2,1.0,3,0.5288216985820379,-1.7578991147577214
465197,0,1,57,1,0,0.0,1,4.0,2,-1.4618970266186542,-0.22826979236167597
462068,1,1,55,1,4,1.0,1,3.0,2,-1.2913275479649347,0.6190976137448527
463592,0,0,27,1,2,11.0,2,1.0,3,1.448287700360286,-2.841175069138313
467352,1,1,51,1,4,1.0,1,4.0,2,-1.067190717898569,0.978240697969522
465030,1,1,35,1,4,9.0,1,4.0,2,-0.2722676494114629,0.18094814477405427
462095,1,1,49,1,3,1.0,0,3.0,2,-1.774401715860547,0.7297431193120094
460248,0,0,33,1,5,7.0,2,2.0,3,1.461507184238153,-1.6383822459211663
464286,0,1,60,1,0,1.0,0,2.0,2,-2.2991909929422394,-0.7821814733815852
464248,1,1,52,1,0,8.0,2,3.0,3,-0.6646488105008672,-0.912793943382946
459167,0,0,42,1,0,1.0,2,2.0,3,0.5447660573704257,-1.7813629735567418
462710,0,0,28,1,8,2.0,2,3.0,0,1.7513932555700993,-0.3640973504581332
462731,0,1,43,1,0,5.0,1,3.0,2,-0.9578026490252148,-1.1030557973510797
464475,1,0,25,1,5,0.0,2,4.0,0,1.472959099564541,0.4744785307624073
466899,0,1,51,1,0,1.0,2,2.0,3,-0.888536569959949,-1.3427568521972486
460108,1,1,42,1,0,1.0,0,3.0,2,-1.8163182227559995,0.27390523503128494
460606,1,0,20,0,5,1.0,2,5.0,0,2.4139927639082934,1.74040357035339
459096,1,1,80,0,7,0.0,2,1.0,1,-0.8068350892225439,1.2073859041713415
467942,0,1,41,1,0,1.0,1,4.0,2,-0.9575741358108795,-0.35826774279185286
463264,0,1,71,1,7,0.0,2,2.0,1,-0.9383059978179823,-0.17586207909746596
462089,0,1,42,1,0,0.0,0,2.0,2,-1.820045651864718,-0.7258575917760711
467756,1,1,56,1,0,1.0,0,2.0,2,-2.3297104151415686,-0.06356900542142437
461323,0,1,41,1,5,6.0,0,2.0,2,-1.1347088148523539,-0.5655417891229283
459563,1,1,72,1,3,7.0,2,2.0,1,-1.1487132708561119,-0.7012693835370856
467602,0,0,30,0,3,1.0,2,4.0,0,1.9995941098981531,0.3732019911627171
462562,0,0,25,1,3,0.0,2,6.0,0,1.6731198632896576,0.18903997300013298
461588,1,0,33,1,8,0.0,2,4.0,0,1.4859500702280735,0.9324832994203275
465691,1,0,26,1,0,1.0,2,3.0,3,0.9697877550928247,-0.7209424963894788
460894,1,1,38,0,4,5.0,1,3.0,2,0.012920799314321127,1.2052260178909067
459151,1,1,60,1,7,9.0,2,2.0,1,-0.3927178665204436,-0.33036800533304966
466417,0,1,79,0,7,1.0,1,3.0,1,-0.9484666029366997,1.3887691671075149
466837,0,0,38,1,8,9.0,2,4.0,0,1.8611727560689089,-0.641912487718011
466918,1,1,56,1,0,1.0,0,1.0,2,-2.438145100280253,-0.43137962715487727
464133,1,1,73,0,6,2.0,2,1.0,1,-0.6027928002446381,0.8546722148607693
466101,0,0,22,0,5,0.0,2,7.0,0,2.6777183177517854,1.8484063775007846
464289,1,1,42,0,8,1.0,2,3.0,1,0.6321840558044807,1.9122276387898767
461936,1,1,72,0,7,0.0,1,2.0,1,-1.0421584126759993,1.828398160597677
459301,0,0,33,1,5,0.0,2,3.0,3,1.279341691697506,-0.6032770214224227
462284,1,1,53,1,4,1.0,0,4.0,2,-1.700204088809913,1.2531111764343636
463290,0,0,25,0,5,1.0,2,5.0,0,2.4155866498757024,1.0239579867704252
462413,1,1,46,1,0,0.0,0,3.0,2,-1.9735346787807284,0.37790057293511037
466814,1,0,18,0,5,0.0,2,3.0,0,2.2134601549977204,1.0957763585271338
460996,0,0,60,1,2,1.0,2,1.0,3,0.0786018937364371,-1.816389880740432
459714,1,0,22,0,1,2.0,2,4.0,0,1.9633609700442878,0.6940393254588169
464829,1,0,22,0,5,9.0,2,5.0,0,2.6882561802208307,0.9821149359474503
467474,1,0,18,0,5,3.0,2,5.0,0,2.5548724585662286,1.5454142008089153
466134,1,1,39,1,1,0.0,1,3.0,2,-1.11442853987015,0.2390855704644061
460496,1,0,19,0,5,7.0,2,5.0,0,2.692004166722497,1.166269883605945
461995,0,0,30,0,0,7.0,2,1.0,3,1.67898066054549,-1.7428663700482434
466798,1,0,23,0,5,4.0,2,5.0,0,2.4517590885036733,1.4609208222998533
461086,1,0,23,0,5,1.0,2,7.0,0,2.544085525489899,2.4825254669518833
459306,0,0,48,1,0,4.0,2,1.0,3,0.387321088131361,-2.4221556902121426
464919,1,1,39,1,0,9.0,2,1.0,3,-0.4639718986662209,-1.7719124841484408
461798,0,0,56,1,0,0.0,2,1.0,3,-0.010140446112192138,-2.023509413614409
466987,1,1,63,0,0,5.0,0,2.0,2,-1.7196749374284048,0.5745646237773329
459329,0,1,71,0,2,1.0,1,4.0,1,-1.015953062140812,1.0047952244228124
465174,0,1,70,1,3,1.0,1,2.0,1,-1.7688887962950453,-0.5903796456797229
460979,1,1,84,0,7,1.0,2,1.0,1,-0.8810229230531786,1.1207256412850841
465272,1,1,39,1,4,0.0,1,6.0,2,-0.544729223935203,1.7831871293051174
460463,1,1,42,1,0,6.0,2,4.0,3,-0.34998738523707323,-0.37599656463137016
460246,1,1,46,1,0,4.0,2,2.0,3,-0.7655875226362171,-0.9122946697994088
463423,1,1,63,0,4,0.0,0,3.0,2,-1.4929514604164302,2.0065738390064634
466992,0,1,55,0,0,0.0,2,3.0,3,-0.290861353897576,0.13332574757858057
461530,1,1,42,1,2,1.0,2,2.0,3,-0.6114981373204132,-0.34119901036283296
463615,0,1,58,1,0,1.0,0,2.0,2,-2.241339920478399,-0.7865152421359772
465101,0,1,88,1,7,1.0,2,1.0,1,-1.4969604878022669,-0.6021634668136283
464997,1,1,43,1,0,5.0,0,2.0,2,-1.787621199738414,-0.4730497039051382
462255,1,1,73,1,4,1.0,1,3.0,1,-1.8119872001395043,0.6581015325343801
460734,1,1,35,1,3,8.0,0,3.0,2,-1.0788440309343292,0.032112135265975346
462616,1,0,30,0,5,0.0,2,5.0,0,2.0832230904920412,1.8574002145203914
460968,1,1,30,0,1,11.0,0,2.0,2,-0.4345812883531138,0.0779805348397345
465235,1,1,46,1,5,1.0,1,3.0,2,-0.9495326350380185,0.7464855522302067
461818,0,1,43,1,0,2.0,0,2.0,2,-1.7659425659025438,-0.9143463081889579
463171,0,1,36,0,3,1.0,1,3.0,2,-0.030528892322646606,0.7080335473676185
460776,0,1,47,1,0,2.0,2,1.0,3,-0.8397547990739032,-1.8145628118345272
461634,1,1,63,1,3,1.0,2,1.0,1,-1.245903996489795,-0.5166151622950528
462150,1,1,35,1,0,7.0,2,2.0,3,-0.32286369079395,-1.222113799133689
461503,0,0,31,1,0,9.0,2,2.0,3,1.1950614446979289,-2.5678211048662294
464408,0,1,45,1,0,1.0,0,4.0,2,-1.6484385791860645,-0.07906349557261895
463163,1,0,26,0,4,2.0,2,2.0,0,1.8751847153581345,0.4077553131410482
462358,1,1,37,0,1,4.0,0,2.0,2,-0.9276602196558882,0.7604433282453968
460647,0,1,26,0,1,1.0,0,2.0,2,-0.5878006872688925,0.2953109958124208
464888,1,1,37,0,3,0.0,2,5.0,0,0.5448413619462438,1.9978927713652563
461652,0,1,53,1,0,1.0,0,3.0,2,-1.9882775541801117,-0.4295390422885039
467062,0,0,55,1,0,1.0,2,1.0,3,0.06029940121677568,-2.121004098386646
467157,1,1,42,1,4,9.0,1,6.0,2,-0.2578770327575389,0.9317375788813317
462509,0,1,46,1,0,0.0,0,2.0,2,-1.9357477967923997,-0.7171900542672871
459469,1,1,30,1,5,1.0,2,6.0,0,0.41374229853626326,1.5447105576849796
465499,1,0,63,1,0,0.0,2,1.0,3,-0.3588407668626479,-1.281061217505093
464913,1,1,52,1,3,0.0,2,4.0,1,-0.6439333536196657,0.6583087751511913
465969,0,0,28,1,1,12.0,2,2.0,3,1.4878460735244643,-2.713415261302823
464922,0,0,20,0,5,0.0,2,5.0,0,2.518700019938258,1.108451365279487
463022,1,1,60,1,4,4.0,1,3.0,2,-1.3114122958333954,0.34394863444570806
464704,1,1,42,1,5,0.0,0,4.0,2,-1.3420724145162026,1.471493146560367
462345,1,1,46,1,1,1.0,0,6.0,2,-1.5252512254279984,1.5328945356205448
461439,1,1,37,1,0,1.0,0,2.0,2,-1.7801252267350804,-0.10473980858814744
461599,0,0,42,1,0,8.0,2,1.0,3,0.726931549911073,-2.8164681980554844
465705,0,1,46,1,0,1.0,0,4.0,2,-1.6773641154179846,-0.07689661119542299
461043,1,1,49,0,5,0.0,2,7.0,0,0.5775344711198291,3.053296423118748
467551,0,1,89,0,7,0.0,1,2.0,1,-1.387670961491635,1.1379551895410633
464053,0,1,38,0,3,4.0,2,1.0,3,0.3944558966747899,-0.57977403824047
459282,1,1,48,1,0,0.0,0,2.0,2,-2.139820436383253,0.014423719956049465
461649,0,1,51,1,0,3.0,2,4.0,3,-0.5886385774884866,-0.7977912095204264
464389,1,1,73,1,0,1.0,1,2.0,2,-2.2462822326367142,-0.297268680719543
464293,1,0,30,1,5,1.0,2,4.0,0,1.3698457295019861,0.3899851522533455
461739,0,1,46,1,0,1.0,2,3.0,3,-0.6354742036616627,-0.9857806523497757
465320,0,1,65,1,7,1.0,0,2.0,1,-1.873563066224418,0.2568822336652175
463707,0,0,36,0,0,0.0,2,1.0,3,1.2148272654746355,-1.0625704610197768
465436,0,0,25,1,5,0.0,2,3.0,0,1.5107459815528697,-0.6206120964399905
464562,0,0,31,0,0,8.0,2,3.0,0,1.908438805687984,-1.100406042599183
465078,1,1,43,1,4,0.0,1,4.0,2,-0.8773007391402525,1.0562334233469954
460568,0,1,33,1,6,0.0,1,2.0,2,-0.49576300629213876,-0.1345568736005795
459636,1,0,30,1,3,14.0,2,1.0,3,1.4212975446682858,-2.246487913842788
466445,0,1,21,0,5,1.0,2,4.0,0,1.2498813084216114,1.066583989492917
460129,0,0,25,1,2,8.0,2,2.0,3,1.4900305246716687,-2.191714814974128
465373,1,1,49,1,0,4.0,0,4.0,2,-1.7858193579496169,0.37090064621998536
463966,0,0,31,1,0,9.0,2,1.0,3,1.0866267595592451,-2.935631726599682
465467,1,1,33,0,5,1.0,2,3.0,0,0.6481186213728694,1.45205598575476
460918,0,0,27,1,1,14.0,2,8.0,0,2.250408342782582,-0.6993740160693858
465954,0,0,33,1,3,11.0,2,3.0,3,1.5730689400857625,-1.9456626215281148
465153,1,1,35,1,0,1.0,0,2.0,2,-1.7222741542712399,-0.10907357734253958
466502,1,0,19,0,5,1.0,2,5.0,0,2.4429183001402137,1.7382366859761944
460819,0,1,25,0,8,0.0,1,5.0,0,0.8703324996069585,2.249596352480998
464993,1,1,57,0,4,4.0,1,4.0,1,-0.46974401505053154,1.7095352431861242
463103,1,1,45,0,4,1.0,0,4.0,2,-0.8223428120061308,2.2400527415553473
466302,0,1,47,0,6,3.0,1,3.0,1,-0.021285908160781422,0.9818833683670436
466521,1,1,20,1,8,1.0,0,3.0,2,-0.528235730936693,1.4013529617739142
464288,0,0,33,1,1,9.0,2,2.0,3,1.2186754590737199,-2.4165974382317192
460240,1,1,45,1,0,3.0,2,1.0,3,-0.8866109826400275,-1.186944375515016
459188,1,0,27,0,5,1.0,2,3.0,0,1.9946446400074818,1.0199505175268564
465411,0,1,38,1,2,0.0,2,1.0,3,-0.49952342150144974,-1.3496293746789727
